NCBI.GeneID	Symbol	Description	Taxonomic.Name	Common.Name	Gene.Type	Transcripts	Gene.Group.Identifier	Gene.Group.Method
80237	ELL3	elongation factor for RNA polymerase II 3	Homo sapiens	human	PROTEIN_CODING	1	80237	NCBI Ortholog
80256	ATOSB	atos homolog B	Homo sapiens	human	PROTEIN_CODING	41	80256	NCBI Ortholog
80262	PHAF1	phagophore assembly factor 1	Homo sapiens	human	PROTEIN_CODING	21	80262	NCBI Ortholog
80263	TRIM45	tripartite motif containing 45	Homo sapiens	human	PROTEIN_CODING	8	80263	NCBI Ortholog
80298	MTERF2	mitochondrial transcription termination factor 2	Homo sapiens	human	PROTEIN_CODING	10	80298	NCBI Ortholog
80301	PLEKHO2	pleckstrin homology domain containing O2	Homo sapiens	human	PROTEIN_CODING	2	80301	NCBI Ortholog
80303	EFHD1	EF-hand domain family member D1	Homo sapiens	human	PROTEIN_CODING	3	80303	NCBI Ortholog
80304	WDCP	WD repeat and coiled coil containing	Homo sapiens	human	PROTEIN_CODING	2	80304	NCBI Ortholog
80305	TRABD	TraB domain containing	Homo sapiens	human	PROTEIN_CODING	35	80305	NCBI Ortholog
80311	KLHL15	kelch like family member 15	Homo sapiens	human	PROTEIN_CODING	1	80311	NCBI Ortholog
80313	LRRC27	leucine rich repeat containing 27	Homo sapiens	human	PROTEIN_CODING	45	80313	NCBI Ortholog
80316	PPP1R2C	PPP1R2C family member C	Homo sapiens	human	PROTEIN_CODING	1	80316	NCBI Ortholog
80318	GKAP1	G kinase anchoring protein 1	Homo sapiens	human	PROTEIN_CODING	8	80318	NCBI Ortholog
80320	SP6	Sp6 transcription factor	Homo sapiens	human	PROTEIN_CODING	4	80320	NCBI Ortholog
80323	CCDC68	coiled-coil domain containing 68	Homo sapiens	human	PROTEIN_CODING	40	80323	NCBI Ortholog
80325	ABTB1	ankyrin repeat and BTB domain containing 1	Homo sapiens	human	PROTEIN_CODING	12	80325	NCBI Ortholog
80336	PABPC1L	poly(A) binding protein cytoplasmic 1 like	Homo sapiens	human	PROTEIN_CODING	9	80336	NCBI Ortholog
8034	SLC25A16	solute carrier family 25 member 16	Homo sapiens	human	PROTEIN_CODING	7	8034	NCBI Ortholog
80341	BPIFB2	BPI fold containing family B member 2	Homo sapiens	human	PROTEIN_CODING	1	80341	NCBI Ortholog
80345	ZSCAN16	zinc finger and SCAN domain containing 16	Homo sapiens	human	PROTEIN_CODING	11	80345	NCBI Ortholog
80346	REEP4	receptor accessory protein 4	Homo sapiens	human	PROTEIN_CODING	3	80346	NCBI Ortholog
80352	RNF39	ring finger protein 39	Homo sapiens	human	PROTEIN_CODING	10	80352	NCBI Ortholog
80714	PBX4	PBX homeobox 4	Homo sapiens	human	PROTEIN_CODING	14	80714	NCBI Ortholog
80723	SLC35G2	solute carrier family 35 member G2	Homo sapiens	human	PROTEIN_CODING	15	80723	NCBI Ortholog
80726	IQCN	IQ motif containing N	Homo sapiens	human	PROTEIN_CODING	5	80726	NCBI Ortholog
80727	TTYH3	tweety family member 3	Homo sapiens	human	PROTEIN_CODING	1	80727	NCBI Ortholog
80728	ARHGAP39	Rho GTPase activating protein 39	Homo sapiens	human	PROTEIN_CODING	9	80728	NCBI Ortholog
80731	THSD7B	thrombospondin type 1 domain containing 7B	Homo sapiens	human	PROTEIN_CODING	4	80731	NCBI Ortholog
80737	VWA7	von Willebrand factor A domain containing 7	Homo sapiens	human	PROTEIN_CODING	1	80737	NCBI Ortholog
80740	LY6G6C	lymphocyte antigen 6 family member G6C	Homo sapiens	human	PROTEIN_CODING	8	80740	NCBI Ortholog
80741	LY6G5C	lymphocyte antigen 6 family member G5C	Homo sapiens	human	PROTEIN_CODING	3	80741	NCBI Ortholog
80742	PRR3	proline rich 3	Homo sapiens	human	PROTEIN_CODING	17	80742	NCBI Ortholog
80745	THUMPD2	THUMP domain containing 2	Homo sapiens	human	PROTEIN_CODING	24	80745	NCBI Ortholog
80746	TSEN2	tRNA splicing endonuclease subunit 2	Homo sapiens	human	PROTEIN_CODING	76	80746	NCBI Ortholog
80755	AARSD1	alanyl-tRNA synthetase domain containing 1	Homo sapiens	human	PROTEIN_CODING	1	80755	NCBI Ortholog
80757	TMEM121	transmembrane protein 121	Homo sapiens	human	PROTEIN_CODING	2	80757	NCBI Ortholog
80758	PRR7	proline rich 7, synaptic	Homo sapiens	human	PROTEIN_CODING	5	80758	NCBI Ortholog
80759	KHDC1	KH domain containing 1	Homo sapiens	human	PROTEIN_CODING	4	80759	NCBI Ortholog
80764	THAP7	THAP domain containing 7	Homo sapiens	human	PROTEIN_CODING	2	80764	NCBI Ortholog
80765	STARD5	StAR related lipid transfer domain containing 5	Homo sapiens	human	PROTEIN_CODING	2	80765	NCBI Ortholog
80772	CPTP	ceramide-1-phosphate transfer protein	Homo sapiens	human	PROTEIN_CODING	5	80772	NCBI Ortholog
80774	LIMD2	LIM domain containing 2	Homo sapiens	human	PROTEIN_CODING	8	80774	NCBI Ortholog
80775	TMEM177	transmembrane protein 177	Homo sapiens	human	PROTEIN_CODING	23	80775	NCBI Ortholog
80776	B9D2	B9 domain containing 2	Homo sapiens	human	PROTEIN_CODING	5	80776	NCBI Ortholog
80778	ZNF34	zinc finger protein 34	Homo sapiens	human	PROTEIN_CODING	22	80778	NCBI Ortholog
80789	INTS5	integrator complex subunit 5	Homo sapiens	human	PROTEIN_CODING	1	80789	NCBI Ortholog
80817	CEP44	centrosomal protein 44	Homo sapiens	human	PROTEIN_CODING	40	80817	NCBI Ortholog
80818	ZNF436	zinc finger protein 436	Homo sapiens	human	PROTEIN_CODING	3	80818	NCBI Ortholog
80820	EEPD1	endonuclease/exonuclease/phosphatase family domain containing 1	Homo sapiens	human	PROTEIN_CODING	1	80820	NCBI Ortholog
80823	GPRASP3	G protein-coupled receptor associated sorting protein family member 3	Homo sapiens	human	PROTEIN_CODING	8	80823	NCBI Ortholog
80830	APOL6	apolipoprotein L6	Homo sapiens	human	PROTEIN_CODING	3	80830	NCBI Ortholog
80831	APOL5	apolipoprotein L5	Homo sapiens	human	PROTEIN_CODING	7	80831	NCBI Ortholog
80832	APOL4	apolipoprotein L4	Homo sapiens	human	PROTEIN_CODING	10	80832	NCBI Ortholog
80851	SH3BP5L	SH3 binding domain protein 5 like	Homo sapiens	human	PROTEIN_CODING	10	80851	NCBI Ortholog
80852	GRIP2	glutamate receptor interacting protein 2	Homo sapiens	human	PROTEIN_CODING	21	80852	NCBI Ortholog
80863	PRRT1	proline rich transmembrane protein 1	Homo sapiens	human	PROTEIN_CODING	2	80863	NCBI Ortholog
80864	EGFL8	EGF like domain multiple 8	Homo sapiens	human	PROTEIN_CODING	2	80864	NCBI Ortholog
80896	NPL	N-acetylneuraminate pyruvate lyase	Homo sapiens	human	PROTEIN_CODING	5	80896	NCBI Ortholog
80975	TMPRSS5	transmembrane serine protease 5	Homo sapiens	human	PROTEIN_CODING	9	80975	NCBI Ortholog
81025	GJA9	gap junction protein alpha 9	Homo sapiens	human	PROTEIN_CODING	1	81025	NCBI Ortholog
81033	KCNH6	potassium voltage-gated channel subfamily H member 6	Homo sapiens	human	PROTEIN_CODING	36	81033	NCBI Ortholog
81099	OR4F17	olfactory receptor family 4 subfamily F member 17	Homo sapiens	human	PROTEIN_CODING	2	NA	
81490	PTDSS2	phosphatidylserine synthase 2	Homo sapiens	human	PROTEIN_CODING	17	81490	NCBI Ortholog
81491	GPR63	G protein-coupled receptor 63	Homo sapiens	human	PROTEIN_CODING	15	81491	NCBI Ortholog
81492	RSPH6A	radial spoke head 6 homolog A	Homo sapiens	human	PROTEIN_CODING	3	81492	NCBI Ortholog
81493	SYNC	syncoilin, intermediate filament protein	Homo sapiens	human	PROTEIN_CODING	14	81493	NCBI Ortholog
81533	ITFG1	integrin alpha FG-GAP repeat containing 1	Homo sapiens	human	PROTEIN_CODING	2	81533	NCBI Ortholog
81543	LRRC3	leucine rich repeat containing 3	Homo sapiens	human	PROTEIN_CODING	1	81543	NCBI Ortholog
81544	GDPD5	glycerophosphodiester phosphodiesterase domain containing 5	Homo sapiens	human	PROTEIN_CODING	35	81544	NCBI Ortholog
81545	FBXO38	F-box protein 38	Homo sapiens	human	PROTEIN_CODING	19	81545	NCBI Ortholog
81551	STMN4	stathmin 4	Homo sapiens	human	PROTEIN_CODING	12	81551	NCBI Ortholog
81553	CYRIA	CYFIP related Rac1 interactor A	Homo sapiens	human	PROTEIN_CODING	20	81553	NCBI Ortholog
81554	RCC1L	RCC1 like	Homo sapiens	human	PROTEIN_CODING	4	81554	NCBI Ortholog
81556	INTS14	integrator complex subunit 14	Homo sapiens	human	PROTEIN_CODING	10	81556	NCBI Ortholog
81557	MAGED4B	MAGE family member D4B	Homo sapiens	human	PROTEIN_CODING	4	NA	
81563	C1orf21	chromosome 1 open reading frame 21	Homo sapiens	human	PROTEIN_CODING	1	81563	NCBI Ortholog
81566	CSRNP2	cysteine and serine rich nuclear protein 2	Homo sapiens	human	PROTEIN_CODING	24	81566	NCBI Ortholog
81569	ACTL8	actin like 8	Homo sapiens	human	PROTEIN_CODING	3	81569	NCBI Ortholog
81573	ANKRD13C	ankyrin repeat domain 13C	Homo sapiens	human	PROTEIN_CODING	23	81573	NCBI Ortholog
81575	APOLD1	apolipoprotein L domain containing 1	Homo sapiens	human	PROTEIN_CODING	2	81575	NCBI Ortholog
81576	YJU2B	YJU2 splicing factor homolog B	Homo sapiens	human	PROTEIN_CODING	14	81576	NCBI Ortholog
81577	GFOD2	Gfo/Idh/MocA-like oxidoreductase domain containing 2	Homo sapiens	human	PROTEIN_CODING	9	81577	NCBI Ortholog
81578	COL21A1	collagen type XXI alpha 1 chain	Homo sapiens	human	PROTEIN_CODING	20	81578	NCBI Ortholog
81579	PLA2G12A	phospholipase A2 group XIIA	Homo sapiens	human	PROTEIN_CODING	1	81579	NCBI Ortholog
81602	CDADC1	cytidine and dCMP deaminase domain containing 1	Homo sapiens	human	PROTEIN_CODING	15	81602	NCBI Ortholog
81605	URM1	ubiquitin related modifier 1	Homo sapiens	human	PROTEIN_CODING	4	81605	NCBI Ortholog
81614	NIPA2	NIPA magnesium transporter 2	Homo sapiens	human	PROTEIN_CODING	138	81614	NCBI Ortholog
81616	ACSBG2	acyl-CoA synthetase bubblegum family member 2	Homo sapiens	human	PROTEIN_CODING	18	81616	NCBI Ortholog
81619	TSPAN14	tetraspanin 14	Homo sapiens	human	PROTEIN_CODING	9	81619	NCBI Ortholog
81621	KAZALD1	Kazal type serine peptidase inhibitor domain 1	Homo sapiens	human	PROTEIN_CODING	12	81621	NCBI Ortholog
81626	SHCBP1L	SHC binding and spindle associated 1 like	Homo sapiens	human	PROTEIN_CODING	2	81626	NCBI Ortholog
81628	TSC22D4	TSC22 domain family member 4	Homo sapiens	human	PROTEIN_CODING	4	81628	NCBI Ortholog
81629	TSSK3	testis specific serine kinase 3	Homo sapiens	human	PROTEIN_CODING	1	81629	NCBI Ortholog
81669	CCNL2	cyclin L2	Homo sapiens	human	PROTEIN_CODING	18	81669	NCBI Ortholog
81691	REXO5	RNA exonuclease 5	Homo sapiens	human	PROTEIN_CODING	19	81691	NCBI Ortholog
81696	OR5V1	olfactory receptor family 5 subfamily V member 1	Homo sapiens	human	PROTEIN_CODING	1	81696	NCBI Ortholog
81706	PPP1R14C	protein phosphatase 1 regulatory inhibitor subunit 14C	Homo sapiens	human	PROTEIN_CODING	1	81706	NCBI Ortholog
81789	TIGD6	tigger transposable element derived 6	Homo sapiens	human	PROTEIN_CODING	6	81789	NCBI Ortholog
81790	RNF170	ring finger protein 170	Homo sapiens	human	PROTEIN_CODING	35	81790	NCBI Ortholog
81796	SLCO5A1	solute carrier organic anion transporter family member 5A1	Homo sapiens	human	PROTEIN_CODING	3	81796	NCBI Ortholog
81797	OR12D3	olfactory receptor family 12 subfamily D member 3	Homo sapiens	human	PROTEIN_CODING	1	81797	NCBI Ortholog
81833	SPACA1	sperm acrosome associated 1	Homo sapiens	human	PROTEIN_CODING	7	81833	NCBI Ortholog
81849	ST6GALNAC5	ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 5	Homo sapiens	human	PROTEIN_CODING	3	81849	NCBI Ortholog
81850	KRTAP1-3	keratin associated protein 1-3	Homo sapiens	human	PROTEIN_CODING	1	81850	NCBI Ortholog
81851	KRTAP1-1	keratin associated protein 1-1	Homo sapiens	human	PROTEIN_CODING	1	81851	NCBI Ortholog
81853	TMEM14B	transmembrane protein 14B	Homo sapiens	human	PROTEIN_CODING	6	81853	NCBI Ortholog
81855	SFXN3	sideroflexin 3	Homo sapiens	human	PROTEIN_CODING	20	81855	NCBI Ortholog
8187	ZNF239	zinc finger protein 239	Homo sapiens	human	PROTEIN_CODING	30	8187	NCBI Ortholog
81873	ARPC5L	actin related protein 2/3 complex subunit 5 like	Homo sapiens	human	PROTEIN_CODING	6	81873	NCBI Ortholog
81875	ISG20L2	interferon stimulated exonuclease gene 20 like 2	Homo sapiens	human	PROTEIN_CODING	7	81875	NCBI Ortholog
81888	HYI	hydroxypyruvate isomerase (putative)	Homo sapiens	human	PROTEIN_CODING	9	81888	NCBI Ortholog
81890	QTRT1	queuine tRNA-ribosyltransferase catalytic subunit 1	Homo sapiens	human	PROTEIN_CODING	1	81890	NCBI Ortholog
81894	SLC25A28	solute carrier family 25 member 28	Homo sapiens	human	PROTEIN_CODING	17	81894	NCBI Ortholog
81926	ABHD17A	abhydrolase domain containing 17A, depalmitoylase	Homo sapiens	human	PROTEIN_CODING	9	81926	NCBI Ortholog
81928	CABLES2	Cdk5 and Abl enzyme substrate 2	Homo sapiens	human	PROTEIN_CODING	3	81928	NCBI Ortholog
8193	DPF1	double PHD fingers 1	Homo sapiens	human	PROTEIN_CODING	35	8193	NCBI Ortholog
81931	ZNF93	zinc finger protein 93	Homo sapiens	human	PROTEIN_CODING	3	81931	NCBI Ortholog
81932	HDHD3	haloacid dehalogenase like hydrolase domain containing 3	Homo sapiens	human	PROTEIN_CODING	5	81932	NCBI Ortholog
8214	DGCR6	DiGeorge syndrome critical region gene 6	Homo sapiens	human	PROTEIN_CODING	5	8214	NCBI Ortholog
8225	GTPBP6	GTP binding protein 6 (putative)	Homo sapiens	human	PROTEIN_CODING	15	8225	NCBI Ortholog
8226	PUDP	pseudouridine 5'-phosphatase	Homo sapiens	human	PROTEIN_CODING	8	8226	NCBI Ortholog
8228	PNPLA4	patatin like phospholipase domain containing 4	Homo sapiens	human	PROTEIN_CODING	3	8228	NCBI Ortholog
8269	TMEM187	transmembrane protein 187	Homo sapiens	human	PROTEIN_CODING	2	8269	NCBI Ortholog
8273	SLC10A3	solute carrier family 10 member 3	Homo sapiens	human	PROTEIN_CODING	17	8273	NCBI Ortholog
8293	SERF1A	small EDRK-rich factor 1A	Homo sapiens	human	PROTEIN_CODING	4	8293	NCBI Ortholog
8303	SNN	stannin	Homo sapiens	human	PROTEIN_CODING	3	8303	NCBI Ortholog
8310	ACOX3	acyl-CoA oxidase 3, pristanoyl	Homo sapiens	human	PROTEIN_CODING	38	8310	NCBI Ortholog
8329	H2AC13	H2A clustered histone 13	Homo sapiens	human	PROTEIN_CODING	1	8329	NCBI Ortholog
8330	H2AC15	H2A clustered histone 15	Homo sapiens	human	PROTEIN_CODING	1	8330	NCBI Ortholog
8331	H2AC14	H2A clustered histone 14	Homo sapiens	human	PROTEIN_CODING	1	8331	NCBI Ortholog
8332	H2AC16	H2A clustered histone 16	Homo sapiens	human	PROTEIN_CODING	1	8332	NCBI Ortholog
83401	ELOVL3	ELOVL fatty acid elongase 3	Homo sapiens	human	PROTEIN_CODING	3	83401	NCBI Ortholog
8342	H2BC14	H2B clustered histone 14	Homo sapiens	human	PROTEIN_CODING	1	8342	NCBI Ortholog
8343	H2BC7	H2B clustered histone 7	Homo sapiens	human	PROTEIN_CODING	1	8343	NCBI Ortholog
8344	H2BC6	H2B clustered histone 6	Homo sapiens	human	PROTEIN_CODING	1	8344	NCBI Ortholog
83444	INO80B	INO80 complex subunit B	Homo sapiens	human	PROTEIN_CODING	1	83444	NCBI Ortholog
83445	GSG1	germ cell associated 1	Homo sapiens	human	PROTEIN_CODING	27	83445	NCBI Ortholog
83446	CCDC70	coiled-coil domain containing 70	Homo sapiens	human	PROTEIN_CODING	2	83446	NCBI Ortholog
83448	PUS7L	pseudouridine synthase 7 like	Homo sapiens	human	PROTEIN_CODING	18	83448	NCBI Ortholog
83449	PMFBP1	polyamine modulated factor 1 binding protein 1	Homo sapiens	human	PROTEIN_CODING	16	83449	NCBI Ortholog
8345	H2BC9	H2B clustered histone 9	Homo sapiens	human	PROTEIN_CODING	1	8345	NCBI Ortholog
83450	DRC3	dynein regulatory complex subunit 3	Homo sapiens	human	PROTEIN_CODING	28	83450	NCBI Ortholog
83451	ABHD11	abhydrolase domain containing 11	Homo sapiens	human	PROTEIN_CODING	16	83451	NCBI Ortholog
8346	H2BC10	H2B clustered histone 10	Homo sapiens	human	PROTEIN_CODING	1	8346	NCBI Ortholog
83460	EMC6	ER membrane protein complex subunit 6	Homo sapiens	human	PROTEIN_CODING	2	83460	NCBI Ortholog
83468	GLT8D2	glycosyltransferase 8 domain containing 2	Homo sapiens	human	PROTEIN_CODING	27	83468	NCBI Ortholog
83473	KATNAL2	katanin catalytic subunit A1 like 2	Homo sapiens	human	PROTEIN_CODING	35	83473	NCBI Ortholog
83475	DOHH	deoxyhypusine hydroxylase	Homo sapiens	human	PROTEIN_CODING	4	83475	NCBI Ortholog
83479	DDX59	DEAD-box helicase 59	Homo sapiens	human	PROTEIN_CODING	32	83479	NCBI Ortholog
8348	H2BC17	H2B clustered histone 17	Homo sapiens	human	PROTEIN_CODING	1	8348	NCBI Ortholog
83480	PUS3	pseudouridine synthase 3	Homo sapiens	human	PROTEIN_CODING	3	83480	NCBI Ortholog
83482	SCRT1	scratch family transcriptional repressor 1	Homo sapiens	human	PROTEIN_CODING	4	83482	NCBI Ortholog
83538	ODAD4	outer dynein arm docking complex subunit 4	Homo sapiens	human	PROTEIN_CODING	5	83538	NCBI Ortholog
83539	CHST9	carbohydrate sulfotransferase 9	Homo sapiens	human	PROTEIN_CODING	8	83539	NCBI Ortholog
83541	FAM110A	family with sequence similarity 110 member A	Homo sapiens	human	PROTEIN_CODING	10	83541	NCBI Ortholog
83543	AIF1L	allograft inflammatory factor 1 like	Homo sapiens	human	PROTEIN_CODING	6	83543	NCBI Ortholog
83544	DNAL1	dynein axonemal light chain 1	Homo sapiens	human	PROTEIN_CODING	5	83544	NCBI Ortholog
83546	RTBDN	retbindin	Homo sapiens	human	PROTEIN_CODING	8	83546	NCBI Ortholog
83548	COG3	component of oligomeric golgi complex 3	Homo sapiens	human	PROTEIN_CODING	7	83548	NCBI Ortholog
83549	UCK1	uridine-cytidine kinase 1	Homo sapiens	human	PROTEIN_CODING	8	83549	NCBI Ortholog
83551	TAAR8	trace amine associated receptor 8	Homo sapiens	human	PROTEIN_CODING	1	83551	NCBI Ortholog
83591	THAP2	THAP domain containing 2	Homo sapiens	human	PROTEIN_CODING	1	83591	NCBI Ortholog
83592	AKR1E2	aldo-keto reductase family 1 member E2	Homo sapiens	human	PROTEIN_CODING	32	83592	NCBI Ortholog
83594	NUDT12	nudix hydrolase 12	Homo sapiens	human	PROTEIN_CODING	6	83594	NCBI Ortholog
83597	RTP3	receptor transporter protein 3	Homo sapiens	human	PROTEIN_CODING	1	83597	NCBI Ortholog
83604	TMEM47	transmembrane protein 47	Homo sapiens	human	PROTEIN_CODING	1	83604	NCBI Ortholog
83606	GUCD1	guanylyl cyclase domain containing 1	Homo sapiens	human	PROTEIN_CODING	11	83606	NCBI Ortholog
83607	AMMECR1L	AMMECR1 like	Homo sapiens	human	PROTEIN_CODING	12	83607	NCBI Ortholog
83608	C18orf21	chromosome 18 open reading frame 21	Homo sapiens	human	PROTEIN_CODING	6	83608	NCBI Ortholog
83637	ZMIZ2	zinc finger MIZ-type containing 2	Homo sapiens	human	PROTEIN_CODING	53	83637	NCBI Ortholog
83638	C11orf68	chromosome 11 open reading frame 68	Homo sapiens	human	PROTEIN_CODING	2	83638	NCBI Ortholog
83640	RAMAC	RNA guanine-7 methyltransferase activating subunit	Homo sapiens	human	PROTEIN_CODING	1	83640	NCBI Ortholog
83641	FAM107B	family with sequence similarity 107 member B	Homo sapiens	human	PROTEIN_CODING	42	83641	NCBI Ortholog
83642	SELENOO	selenoprotein O	Homo sapiens	human	PROTEIN_CODING	1	83642	NCBI Ortholog
83643	CCDC3	coiled-coil domain containing 3	Homo sapiens	human	PROTEIN_CODING	2	83643	NCBI Ortholog
83650	SLC35G5	solute carrier family 35 member G5	Homo sapiens	human	PROTEIN_CODING	1	83650	NCBI Ortholog
83657	DYNLRB2	dynein light chain roadblock-type 2	Homo sapiens	human	PROTEIN_CODING	6	83657	NCBI Ortholog
83659	TEKT1	tektin 1	Homo sapiens	human	PROTEIN_CODING	3	83659	NCBI Ortholog
83661	MS4A8	membrane spanning 4-domains A8	Homo sapiens	human	PROTEIN_CODING	1	83661	NCBI Ortholog
8369	H4C7	H4 clustered histone 7	Homo sapiens	human	PROTEIN_CODING	1	8369	NCBI Ortholog
83690	CRISPLD1	cysteine rich secretory protein LCCL domain containing 1	Homo sapiens	human	PROTEIN_CODING	3	83690	NCBI Ortholog
83692	CD99L2	CD99 molecule like 2	Homo sapiens	human	PROTEIN_CODING	11	83692	NCBI Ortholog
83693	HSDL1	hydroxysteroid dehydrogenase like 1	Homo sapiens	human	PROTEIN_CODING	4	83693	NCBI Ortholog
83695	RHNO1	RAD9-HUS1-RAD1 interacting nuclear orphan 1	Homo sapiens	human	PROTEIN_CODING	7	83695	NCBI Ortholog
83697	SLC4A9	solute carrier family 4 member 9	Homo sapiens	human	PROTEIN_CODING	34	83697	NCBI Ortholog
83698	CALN1	calneuron 1	Homo sapiens	human	PROTEIN_CODING	26	83698	NCBI Ortholog
83699	SH3BGRL2	SH3 domain binding glutamate rich protein like 2	Homo sapiens	human	PROTEIN_CODING	10	83699	NCBI Ortholog
83707	TRPT1	tRNA phosphotransferase 1	Homo sapiens	human	PROTEIN_CODING	29	83707	NCBI Ortholog
83714	NRIP2	nuclear receptor interacting protein 2	Homo sapiens	human	PROTEIN_CODING	1	83714	NCBI Ortholog
83719	YPEL3	yippee like 3	Homo sapiens	human	PROTEIN_CODING	2	83719	NCBI Ortholog
83723	TLCD3B	TLC domain containing 3B	Homo sapiens	human	PROTEIN_CODING	21	83723	NCBI Ortholog
83729	INHBE	inhibin subunit beta E	Homo sapiens	human	PROTEIN_CODING	1	83729	NCBI Ortholog
83733	SLC25A18	solute carrier family 25 member 18	Homo sapiens	human	PROTEIN_CODING	2	83733	NCBI Ortholog
83740	H2AB3	H2A.B variant histone 3	Homo sapiens	human	PROTEIN_CODING	1	83740	NCBI Ortholog
83741	TFAP2D	transcription factor AP-2 delta	Homo sapiens	human	PROTEIN_CODING	1	83741	NCBI Ortholog
83752	LONP2	lon peptidase 2, peroxisomal	Homo sapiens	human	PROTEIN_CODING	11	83752	NCBI Ortholog
83755	KRTAP4-12	keratin associated protein 4-12	Homo sapiens	human	PROTEIN_CODING	1	NA	
83758	RBP5	retinol binding protein 5	Homo sapiens	human	PROTEIN_CODING	17	83758	NCBI Ortholog
83759	RBM4B	RNA binding motif protein 4B	Homo sapiens	human	PROTEIN_CODING	12	83759	NCBI Ortholog
83786	FRMD8	FERM domain containing 8	Homo sapiens	human	PROTEIN_CODING	9	83786	NCBI Ortholog
83787	ARMC10	armadillo repeat containing 10	Homo sapiens	human	PROTEIN_CODING	32	83787	NCBI Ortholog
83795	KCNK16	potassium two pore domain channel subfamily K member 16	Homo sapiens	human	PROTEIN_CODING	7	83795	NCBI Ortholog
8382	NME5	NME/NM23 family member 5	Homo sapiens	human	PROTEIN_CODING	17	8382	NCBI Ortholog
8383	OR1A1	olfactory receptor family 1 subfamily A member 1	Homo sapiens	human	PROTEIN_CODING	2	8383	NCBI Ortholog
